paper_type,revenue,returned_at,review,shipping_address,shipping_latitude,shipping_longitude,shipping_mode,order_id,purchased_at,status,cancelled_at,product_id,product_name,price,discount,shipping_cost,quantity,business_size,payment_cycle,account_id,account_name,order_contact_name,order_contact_email,account_manager,days_to_close,shipping_city,shipping_state,shipping_zip,shipping_region,days_to_ship,reviewed_at,rating,index,Sentimental Analysis
Multipurpose,479.2,,,68 Veith Point,35.670251,-83.474881,EXPRESS,4fedbbce-b517-4a99-9b87-4d08a07a3ae3,26-02-2021 08:05,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,80,447,WEEK,60906229fc13ae0a6b000076,Ziemann and Sons,Tammi Monkey,tammi@ziemann.com,Kelly Kapoor,95,Emardfort,VT,37740,Northeast,1,,,10,
Printer,1000,,,420 Pennsylvania Plaza,41.332524,-76.185452,EXPRESS,50940f0f-ae79-40f4-a61b-6e482acfb361,19-10-2021 21:58,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,40,896,ANNUAL,60906229fc13ae0a6b0001d0,"Russel, Leuschke and Lueilwitz",Lucha Bird,lucha@russel.com,Dwight Schrute,82,South Rocio,NV,18656,West,6,,,8,
Cardstock,332.1,,,2 Oakridge Street,40.85605,-91.129717,,518825d3-03a4-4746-b8f5-db00b4913c33,17-06-2021 20:23,CANCELLED,18-10-2021 06:19,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,90,306,,60906229fc13ae0a6b00018d,Considine-Mills,Lobo Wolf,lobo@considine-mills.com,Pam Beesly,111,South Marquesmouth,ME,52615,Northeast,,,,15,
Kraft Roll,6764,,,2 Portage Street,37.617288,-98.105823,,5494ebba-2fc7-4e06-a0cc-5be0d840aa8d,19-01-2021 04:16,CANCELLED,06-07-2021 00:26,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,7.83,,190,153,,60906229fc13ae0a6b0003a2,Schuppe-Flatley,Deena Duck,deena@schuppe-flatley.com,Kevin Malone,50,Port Emilview,AL,67069,South,,,,13,
Printer,5250,,,62037 East Trail,40.500795,-74.427911,REGULAR,549de819-acdb-4abd-a8a4-43cd038daf23,06-05-2021 10:44,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,,210,18,MONTH,60906229fc13ae0a6b0001fa,Frami-Mayer,Wart Jr. Frog,wart jr.@frami-mayer.com,Oscar Martinez,89,Lake Cordia,OK,8957,South,5,,,12,
Copy,345999.5,23-06-2021 23:30,,65 Laurel Hill,42.975881,-83.790734,REGULAR,5566f1a0-58ba-4d60-9ec4-25d58af98823,20-06-2021 03:06,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,50,569,ANNUAL,60906229fc13ae0a6b000236,Turner PLC,Buzz Eagle,buzz@turner.com,Dwight Schrute,45,Connellyside,TN,48590,South,5,,,8,
Copy,69199.9,15-04-2021 08:57,,90 Weeping Birch Court,43.215771,-75.461779,REGULAR,55757598-fca3-4682-9578-ab82f2d47976,09-04-2021 00:47,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,10,963,ANNUAL,60906229fc13ae0a6b0000b1,"Marks, Parisian and Donnelly",Dora Mouse,dora@marks.com,Stanley Hudson,17,East Ryleighmouth,CT,13440,Northeast,1,,,15,
Copy,761198.9,27-03-2021 11:57,,734 Utah Street,37.748272,-122.216825,EXPRESS,55e47aab-8624-46b2-b148-95217871afea,20-03-2021 21:33,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,100,110,503,BIWEEK,60906229fc13ae0a6b0000d6,Kassulke-Kris,Vic Bull,vic@kassulke-kris.com,Creed Patton,134,Port Norvalstad,MN,94688,Midwest,1,,,3,
Printer,664.5,,,93 Schiller Center,38.787252,-80.71919,,55ffe521-5991-43bf-940b-ce1202c38855,26-10-2021 11:34,CANCELLED,29-03-2021 12:48,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,50,765,,60906229fc13ae0a6b0000f9,Torp Ltd,Stella Sheep,stella@torp.com,Ryan Howard,2,New Mafaldaburgh,HI,26615,West,,,,5,
Printer,1714.7,,,932 Sage Crossing,39.747872,-104.838305,,57fba9d5-4b3f-4b62-9da2-caa352bd2b48,27-07-2021 19:16,CANCELLED,27-02-2021 05:45,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,130,609,,60906229fc13ae0a6b000294,Boyer-Pollich,Yuka Koala,yuka@boyer-pollich.com,Angela Martin,47,Port Otto,FL,80059,South,,,,1,
Copy,276799.6,28-02-2021 05:51,,151 2nd Crossing,38.994187,-121.594591,REGULAR,58706626-98c5-4f4d-922b-9c054ddc4b4d,22-02-2021 17:51,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,40,235,WEEK,60906229fc13ae0a6b000078,Johnston-Mayer,Rizzo Mouse,rizzo@johnston-mayer.com,Angela Martin,84,Kevenborough,MS,95992,South,5,,,3,
Multipurpose,1078.2,,,71423 Upham Way,40.897721,-73.779258,EXPRESS,58dcd66a-0b25-4620-ab37-9d0d59353b40,08-07-2021 20:09,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,180,670,BIWEEK,60906229fc13ae0a6b0000fb,Reichert and Sons,Rodney Hamster,rodney@reichert.com,Oscar Martinez,101,North Angel,ME,10891,Northeast,1,,,7,
Copy,1245598.2,31-01-2021 12:58,,1 Mallard Drive,41.59082,-87.180707,REGULAR,59064495-c487-4ef8-975c-5bf8a74257f8,23-01-2021 18:15,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,180,734,BIWEEK,60906229fc13ae0a6b00025d,Zemlak-Grady,Kiki Cat,kiki@zemlak-grady.com,Stanley Hudson,103,Lake Isombury,MT,46370,West,8,,,10,
Printer,2250,,,15388 Fordem Parkway,33.977272,-118.066363,EXPRESS,5a9c8e5f-1ee9-4311-a273-e3effd02707c,08-09-2021 19:57,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,90,291,BIWEEK,60906229fc13ae0a6b000379,"Hudson, Franecki and Klein",Bluebear Cub,bluebear@hudson.com,Erin Hannon,28,Pfannerstilltown,AL,90613,South,3,,,5,
Multipurpose,299.5,,,840 Goodland Street,37.11972,-93.309724,REGULAR,5b575515-4379-4b3f-8c77-4e2bef083259,05-10-2021 09:33,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,50,932,ANNUAL,60906229fc13ae0a6b0002e9,Jerde-Johnson,Axel Elephant,axel@jerde-johnson.com,Andy Bernard,29,Lake Guillermo,HI,65954,West,9,,,2,
Copy,276799.6,14-11-2021 20:42,,28391 Hudson Street,41.764589,-72.437575,REGULAR,5c031e0d-f77b-4766-b7a5-791a267a9b08,12-11-2021 08:13,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,40,14,MONTH,60906229fc13ae0a6b000298,"Blick, Braun and Lubowitz",Gabi Rabbit,gabi@blick.com,Kevin Malone,106,West General,NV,6044,West,9,,,15,
Printer,923.3,,,84852 Express Alley,33.369427,-107.781385,,5c3841b4-0af3-4644-b41a-87753260a93d,17-09-2021 21:51,CANCELLED,03-11-2021 16:41,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,70,514,,60906229fc13ae0a6b000313,Goyette Inc,Tucker Elephant,tucker@goyette.com,Meredith Palmer,93,East Ricky,OH,87996,Midwest,,,,8,
Multipurpose,1198,,,075 Blaine Trail,33.979953,-108.062501,REGULAR,5f33338d-38a1-4eac-8c94-76db9448a68f,09-07-2021 14:41,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,200,332,MONTH,60906229fc13ae0a6b00006d,Wisoky-Cummerata,Frank Eagle,frank@wisoky-cummerata.com,Dwight Schrute,34,Dickinsonfort,NY,87822,Northeast,3,,,11,
Multipurpose,838.6,,,6940 Clyde Gallagher Park,38.902253,-119.792493,EXPRESS,60011344-6327-4ae6-a498-397f8a74ea77,28-01-2021 21:04,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,140,993,WEEK,60906229fc13ae0a6b000394,"Bruen, Tromp and Skiles",Lucha Bird,lucha@bruen.com,Andy Bernard,130,North Derrick,WV,89473,South,5,,,5,
Copy,1314798.1,18-05-2021 13:29,,274 Brickson Park Drive,38.500352,-105.034304,EXPRESS,603e4a16-9ea6-4cf8-9703-f314815597fd,13-05-2021 18:03,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,100,190,39,MONTH,60906229fc13ae0a6b0001ae,"Abbott, Heathcote and Willms",Lobo Wolf,lobo@abbott.com,Oscar Martinez,66,Lake Ronstad,VT,81240,Northeast,0,,,15,
Multipurpose,1078.2,,,058 Bluestem Circle,40.566742,-96.399847,,62a33f4e-6412-4fe9-9222-2d69afe95128,08-12-2021 10:35,CANCELLED,11-05-2021 23:45,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,180,441,,60906229fc13ae0a6b00000e,Langosh-Hickle,Snooty Anteater,snooty@langosh-hickle.com,Kelly Kapoor,19,Port Jessiemouth,CT,68344,Northeast,,,,5,
Multipurpose,1078.2,,,5 Myrtle Way,41.088647,-81.652446,EXPRESS,6345c8b5-07df-4188-994b-bea027993550,12-11-2021 17:43,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,180,180,MONTH,60906229fc13ae0a6b000258,Lebsack PLC,Alice Koala,alice@lebsack.com,Stanley Hudson,91,Rashawnside,HI,44323,West,6,,,10,
Copy,1037998.5,22-08-2021 02:26,,16 Dexter Park,48.661556,-109.030355,REGULAR,64d3f919-1fcf-4def-b3a7-93c6b369323e,16-08-2021 23:19,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,150,985,WEEK,60906229fc13ae0a6b00020d,Stokes-Tillman,Gigi Frog,gigi@stokes-tillman.com,Phyllis Vance,123,South Romaine,MI,59593,Midwest,3,,,8,
Multipurpose,299011.7,,,826 Hagan Avenue,36.137283,-103.123139,,65a9fe9b-770a-4402-bb37-957152ffd52f,06-06-2021 04:10,CANCELLED,10-01-2021 20:02,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,130,2311,,60906229fc13ae0a6b00012e,Gorczany and Sons,Broccolo Mouse,broccolo@gorczany.com,Angela Martin,95,North Tyrellchester,AL,88480,South,,,,5,
Copy,1383998,08-05-2021 02:55,,86 Carberry Place,35.012139,-81.390396,REGULAR,67f4765d-8647-4c06-89d9-fb174e99fcc5,04-05-2021 03:53,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,200,469,BIWEEK,60906229fc13ae0a6b0002ed,Roberts-Huels,Lucha Bird,lucha@roberts-huels.com,Erin Hannon,143,South Jaden,AL,29744,South,7,,,9,
Copy,1037998.5,21-03-2021 21:18,,339 Packers Pass,32.687552,-115.541028,EXPRESS,6811220f-1795-43a8-b5cd-c4b10b11e39d,16-03-2021 05:56,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,100,150,900,WEEK,60906229fc13ae0a6b00024c,Doyle Group,Pinky Bear,pinky@doyle.com,Michael Scott,51,New Sylviamouth,NJ,92232,Northeast,1,,,10,
Copy,276799.6,10-06-2021 18:44,,815 Dixon Circle,38.651705,-78.758708,EXPRESS,681c1449-45a8-4f19-9855-2f5f7d14a46a,09-06-2021 03:22,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,100,40,588,ANNUAL,60906229fc13ae0a6b00018b,Breitenberg-Price,Maelle Duck,maelle@breitenberg-price.com,Erin Hannon,39,Lake Alexander,OR,22898,West,5,,,9,
Cardstock,5156.7,,,4 7th Junction,37.899825,-91.768905,,686fa267-e117-4a93-907c-cc0ff72bbabc,06-04-2021 02:28,CANCELLED,30-09-2021 22:44,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,20.63,,30,4365,,60906229fc13ae0a6b000308,Spencer-Koepp,Bea Dog,bea@spencer-koepp.com,Meredith Palmer,120,Bertamouth,HI,65433,West,,,,14,
Cardstock,184.5,,,7588 Nelson Way,40.232881,-89.091171,,68ad0531-a567-4f6f-816d-16a944827403,25-10-2021 01:13,CANCELLED,02-02-2021 11:14,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,50,826,,60906229fc13ae0a6b000084,"Deckow, Klocko and Predovic",Stitches Cub,stitches@deckow.com,Erin Hannon,19,Tyreektown,NY,61783,Northeast,,,,7,
Kraft Roll,6408,,,8154 Springview Avenue,39.313089,-120.207783,,694618d7-a8b6-4a8d-9d7c-7e453c2b82a9,20-04-2021 18:50,CANCELLED,24-12-2021 15:54,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,2.85,,180,201,,60906229fc13ae0a6b00014d,"Parisian, Bernhard and Pouros",Elise Monkey,elise@parisian.com,Phyllis Vance,100,West Prudence,AL,96611,South,,,,13,
Copy,276799.6,24-05-2021 05:44,,17 Kipling Trail,42.492456,-70.97393,REGULAR,6955e95b-2f16-4f79-ba36-91d279275733,23-05-2021 05:15,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,40,174,BIWEEK,60906229fc13ae0a6b00016a,"Ryan, Willms and Beer",Gigi Frog,gigi@ryan.com,Dwight Schrute,22,Mittieland,CT,1904,Northeast,3,,,1,
Printer,4250,,,939 Carpenter Road,30.266368,-92.673552,REGULAR,69af529d-6b03-4485-b4b0-a45983e76698,06-09-2021 00:30,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,,170,718,BIWEEK,60906229fc13ae0a6b00016e,Stark-Murazik,Carmen Rabbit,carmen@stark-murazik.com,Dwight Schrute,97,Port Timmothychester,PA,70547,Northeast,3,,,3,
Copy,691999,05-03-2021 00:16,,241 Kennedy Junction,38.698614,-121.699262,REGULAR,69be4ffa-1eab-4df2-b482-67086bb5b82a,02-03-2021 15:09,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,100,855,WEEK,60906229fc13ae0a6b00024a,Schulist-Shields,Spork Pig,spork@schulist-shields.com,Meredith Palmer,45,Devonmouth,AL,95804,South,6,,,7,
Multipurpose,119.8,,,401 Myrtle Avenue,33.743893,-96.936121,EXPRESS,6a12cc6d-f5e0-4b0a-bc97-71af68b0c76f,23-11-2021 01:27,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,20,949,ANNUAL,60906229fc13ae0a6b0002f2,"Schaden, O'Hara and Cartwright",Daisy Dog,daisy@schaden.com,Meredith Palmer,18,Retastad,AZ,76274,West,7,,,8,
Printer,5250,,,9 Cottonwood Terrace,37.11972,-93.309724,EXPRESS,6b909535-6b85-40e2-b4ad-d373ca8d3293,13-09-2021 19:29,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,210,921,BIWEEK,60906229fc13ae0a6b0001bf,"Schulist, Olson and Langworth",Bluebear Cub,bluebear@schulist.com,Meredith Palmer,3,Alexandremouth,AL,65925,South,3,,,13,
Copy,553599.2,21-11-2021 02:27,,905 Susan Street,40.376501,-77.428287,EXPRESS,6cd81e2f-2088-42e6-8653-887483a0fd3b,18-11-2021 06:17,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,100,80,451,WEEK,60906229fc13ae0a6b00007c,Armstrong and Sons,Victoria Horse,victoria@armstrong.com,Michael Scott,29,East Enrique,LA,17047,South,4,,,4,
Copy,1245598.2,08-07-2021 11:14,,71 Waxwing Court,37.754674,-90.380562,REGULAR,6d9132b3-63b1-4cbb-961d-d05290a3ca80,07-07-2021 06:40,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,180,729,BIWEEK,60906229fc13ae0a6b0000b6,Trantow-Dickens,Truffles Pig,truffles@trantow-dickens.com,Stanley Hudson,5,Port Zoraville,MT,63644,West,7,,,15,
Printer,2500,,,1 Mariners Cove Street,41.871224,-80.120756,EXPRESS,6f4dd982-6f90-4f8b-a8c0-4f9e4fb01ce6,05-08-2021 04:44,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,100,233,BIWEEK,60906229fc13ae0a6b000355,Okuneva-Beatty,Plucky Chicken,plucky@okuneva-beatty.com,Stanley Hudson,55,Wittingfurt,WA,16455,West,7,,,13,
Printer,5250,,,6058 Express Crossing,36.113864,-80.631592,EXPRESS,71597618-4b03-4779-a630-4286072f5d71,18-09-2021 02:07,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,210,521,BIWEEK,60906229fc13ae0a6b0000ff,Daugherty and Sons,Maelle Duck,maelle@daugherty.com,Dwight Schrute,89,Clementside,HI,27077,West,5,,,13,
Multipurpose,479.2,,,86443 Northview Circle,38.222359,-83.88974,EXPRESS,728ab444-633e-4443-82a9-b80eeceb3150,09-10-2021 10:51,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,80,156,MONTH,60906229fc13ae0a6b000110,"Gleichner, Cronin and Toy",Tammy Cub,tammy@gleichner.com,Dwight Schrute,126,Hilpertmouth,IN,40374,Midwest,1,,,10,
Copy,1314798.1,20-06-2021 22:57,,75 Anderson Terrace,36.624716,-121.646487,REGULAR,729a2e68-3c4a-4693-b790-28aafbf5f033,17-06-2021 09:59,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,190,61,MONTH,60906229fc13ae0a6b00010c,Crona-Hyatt,Annalise Horse,annalise@crona-hyatt.com,Phyllis Vance,69,South Chasityview,AL,93990,South,5,,,11,
Copy,622799.1,21-05-2021 17:12,,419 Calypso Pass,42.685261,-73.82323,REGULAR,747e22e9-ff22-462d-ab75-ea333ab5d5a3,20-05-2021 16:00,RETURNED,,3r02047pl,"Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",6919.99,,,90,623,WEEK,60906229fc13ae0a6b000300,Swaniawski and Sons,Scoot Duck,scoot@swaniawski.com,Andy Bernard,79,East Wilsonton,SC,12281,South,5,,,10,
Multipurpose,778.7,,,4365 Artisan Place,38.904902,-79.395514,EXPRESS,765483d1-f04e-4c84-9b78-b37117f6659e,17-02-2021 13:47,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,130,399,BIWEEK,60906229fc13ae0a6b00015c,"Torp, Keeling and Fay",Ankha Cat,ankha@torp.com,Creed Patton,116,Paigechester,WY,26996,West,7,,,15,
Printer,1750,,,5976 Merchant Alley,30.575618,-101.331239,REGULAR,77042d0b-89a0-41b5-8dc3-352e5720eb3e,23-06-2021 14:20,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,,70,711,ANNUAL,60906229fc13ae0a6b0003b7,Ebert-Waelchi,Hamlet Hamster,hamlet@ebert-waelchi.com,Meredith Palmer,149,Port Fermin,MS,79960,South,7,,,7,
Cardstock,15470.1,,,70 Sage Parkway,30.392765,-86.469506,,7709068b-32b6-46c0-800f-0df53e1088a2,07-06-2021 07:59,CANCELLED,22-02-2021 22:31,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,20.63,,90,1862,,60906229fc13ae0a6b000243,Mraz Group,Diva Frog,diva@mraz.com,Andy Bernard,58,Lake Henri,HI,32541,West,,,,4,
Printer,3500,,,2568 Melby Center,28.159876,-81.007582,EXPRESS,79a16828-6e11-4bcd-9e0f-a03522035f18,18-06-2021 12:10,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,100,140,389,BIWEEK,60906229fc13ae0a6b00013c,Wunsch-Kihn,Claudia Tiger,claudia@wunsch-kihn.com,Pam Beesly,27,Port Willa,KS,34782,Midwest,2,,,2,
Multipurpose,239.6,,,94782 Southridge Avenue,32.68982,-102.724661,REGULAR,79da2b7c-70c7-4b57-8b1c-f6afc527eade,08-12-2021 14:35,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,40,57,MONTH,60906229fc13ae0a6b00017b,"Lueilwitz, Moore and Schultz",Tutu Bear,tutu@lueilwitz.com,Creed Patton,99,New Abdielbury,UT,79362,West,8,,,9,
Multipurpose,276010.8,,,612 Crest Line Place,37.254312,-82.96884,,7b74d479-fc86-4cf5-be7b-5f96afae26a3,03-07-2021 04:26,CANCELLED,02-09-2021 20:28,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,120,4341,,60906229fc13ae0a6b00022b,"Cummings, Miller and Hirthe",Vesta Sheep,vesta@cummings.com,Ryan Howard,51,Starkhaven,WA,41834,West,,,,1,
Printer,250,,,1580 Hudson Drive,35.133432,-81.009357,REGULAR,7c158fe9-d923-4e40-b673-18a751484376,25-12-2021 20:36,COMPLETED,,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,,10,967,ANNUAL,60906229fc13ae0a6b00005c,"Leffler, Gleichner and Borer",Tangy Cat,tangy@leffler.com,Pam Beesly,101,East Cleorachester,NY,28278,Northeast,1,,,8,
Multipurpose,1198,,,069 Sullivan Hill,40.002148,-105.263655,EXPRESS,7c7028e5-7eae-41ab-8da2-39fb01d78cdb,11-11-2021 05:54,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,200,871,BIWEEK,60906229fc13ae0a6b000228,Kris-Greenfelder,Bitty Hippo,bitty@kris-greenfelder.com,Ryan Howard,53,Spinkashire,CO,80328,West,6,,,9,
Multipurpose,179.7,,,35673 Corben Pass,38.63039,-76.976583,REGULAR,7e6097c8-efdf-475e-9172-bf52d95a275e,26-02-2021 21:44,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,30,533,ANNUAL,60906229fc13ae0a6b000105,Mayer-King,Jambette Frog,jambette@mayer-king.com,Stanley Hudson,64,Rempelburgh,NV,20605,West,8,,,2,
Multipurpose,1198,,,498 Hauk Road,37.922028,-91.991962,,8059a25d-7aba-4c79-8721-55df67b1e932,10-05-2021 00:04,CANCELLED,22-05-2021 22:23,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,200,230,,60906229fc13ae0a6b0001b9,"Reilly, Macejkovic and Paucek",Kyle Wolf,kyle@reilly.com,Oscar Martinez,122,South Juvenal,NY,65530,Northeast,,,,9,
Multipurpose,778.7,,,40 Brickson Park Place,40.831296,-72.923154,EXPRESS,805d9ba7-e4c3-4d62-b11a-764893bd622d,16-03-2021 23:28,COMPLETED,,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,100,130,757,WEEK,60906229fc13ae0a6b0001ad,Wyman PLC,Filbert Squirrel,filbert@wyman.com,Michael Scott,89,South May,UT,11995,West,6,,,9,
Kraft Roll,5399.1,,,4 Stephen Lane,26.153361,-80.11944,,827066b8-ef46-4f3b-9285-45d7e8671f38,15-09-2021 08:54,CANCELLED,04-05-2021 03:13,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,13.8,,90,585,,60906229fc13ae0a6b00003c,Koepp-Maggio,Cyrano Anteater,cyrano@koepp-maggio.com,Oscar Martinez,140,North Bryon,MS,33305,South,,,,12,
Printer,1000,,,2873 Twin Pines Parkway,44.937621,-93.635153,,833c02eb-c989-4a08-8e70-b5e7c2ce6e70,23-05-2021 05:26,CANCELLED,12-08-2021 07:45,51747084B,"JAM Paper Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",25,,,40,200,,60906229fc13ae0a6b0002bb,Rippin Group,Cousteau Frog,cousteau@rippin.com,Oscar Martinez,81,New Justynmouth,TX,55384,South,,,,14,
Multipurpose,299011.7,,,02 Katie Parkway,34.178522,-118.459234,,8379c0dd-185f-4732-bc03-17eefbeb8838,26-07-2021 17:45,CANCELLED,12-11-2021 21:12,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,130,4683,,60906229fc13ae0a6b00032d,"Larkin, Schuppe and Yundt",Nan Goat,nan@larkin.com,Dwight Schrute,111,Beattystad,MS,91419,South,,,,8,
Multipurpose,658.9,,,636 Melrose Parkway,43.767186,-70.808862,,85c7d1cb-402d-460e-935e-5a8e1dc49892,16-10-2021 22:07,CANCELLED,12-09-2021 03:04,HPC8511,"HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",5.99,,,110,908,,60906229fc13ae0a6b0002e3,Harber PLC,Agent S Squirrel,agent s@harber.com,Kelly Kapoor,37,Nevatown,HI,4020,West,,,,9,
